Fp1,Fp2,F3,F4,F7,F8,T3,T4,C3,C4,T5,T6,P3,P4,O1,O2,target
-2.8846,-0.98039,-0.19417,-1.9231,-1.9872,-4.8953,-0.12759,-0.88468,-4.8025,2.9206,0,-3.9744,-1.8413,8.5897,0.94787,2.7937,1
-2.8846,-2.9412,1.7476,-3.8462,1.859,-6.8277,2.7432,-1.8325,-4.8025,2.9206,0,-3.9744,0.06349,8.5897,1.8957,2.7937,1
-0.96154,-3.9216,4.6602,-2.8846,5.7051,-8.7601,6.571,-3.7283,-1.9589,1.9683,0,-3.0128,1.0159,5.7051,1.8957,1.8413,1
-1.9231,-7.8431,5.6311,-4.8077,7.6282,-9.7262,5.614,-9.4155,-1.0111,1.0159,0,-3.9744,0.06349,0.89744,1.8957,-0.06349,1
-3.8462,-9.8039,4.6602,-3.8462,5.7051,-10.692,2.7432,-5.624,-0.06319,0.06349,1.9512,-3.9744,0.06349,-1.9872,1.8957,-1.9683,1
-5.7692,-12.745,2.7184,-6.7308,4.7436,-12.625,2.7432,-2.7804,-1.0111,-2.7937,0,-4.9359,-1.8413,-4.8718,0.94787,-2.9206,1
-3.8462,-13.725,2.7184,-10.577,4.7436,-16.49,4.6571,-6.5719,-0.06319,-8.5079,-0.97561,-5.8974,-2.7937,-11.603,-1.8957,-5.7778,1
-2.8846,-14.706,2.7184,-14.423,5.7051,-17.455999,3.7002,-6.5719,-1.9589,-12.317,-0.97561,-7.8205,-2.7937,-14.487,-2.8436,-7.6825,1
1.9231,-10.784,5.6311,-10.577,9.5513,-13.591,6.571,-4.6761,-1.0111,-11.365,0.97561,-6.859,-1.8413,-14.487,-0.94787,-6.7302,1
5.7692,-1.9608,8.5437,-1.9231,12.436,-2.963,4.6571,1.0111,-0.06319,-3.746,-2.9268,-3.9744,-1.8413,-11.603,-3.7915,-6.7302,1
4.8077,2.9412,5.6311,3.8462,8.5897,3.8003,1.7863,4.8025,-2.9068,1.0159,-6.8293,-3.0128,-4.6984,-9.6795,-8.5308,-7.6825,1
2.8846,3.9216,1.7476,5.7692,4.7436,7.6651,0.82935,7.6461,-3.8547,3.873,-5.8537,0.83333,-3.746,-3.9103,-5.6872,-4.8254,1
0,1.9608,-3.1068,2.8846,1.859,5.7327,-1.0845,1.9589,-3.8547,1.9683,-1.9512,1.7949,-4.6984,-2.9487,-2.8436,-2.9206,1
1.9231,0.98039,-0.19417,0,2.8205,4.7665,-1.0845,1.9589,-2.9068,-1.8413,-4.878,0.83333,-6.6032,-4.8718,-4.7393,-3.873,1
5.7692,4.902,4.6602,1.9231,5.7051,4.7665,0.82935,5.7504,1.8325,-1.8413,-6.8293,0.83333,-5.6508,-4.8718,-7.5829,-4.8254,1
4.8077,3.9216,5.6311,0.96154,6.6667,1.868,2.7432,1.0111,4.6761,-0.88889,-4.878,-2.0513,-4.6984,-3.9103,-6.6351,-4.8254,1
3.8462,0.98039,5.6311,0.96154,6.6667,-1.9968,3.7002,-2.7804,3.7283,0.06349,-1.9512,-3.0128,-2.7937,-1.9872,-3.7915,-3.873,1
5.7692,2.9412,5.6311,2.8846,6.6667,-2.963,4.6571,-4.6761,2.7804,1.0159,0,-3.9744,-0.88889,-1.0256,-1.8957,-3.873,1
7.6923,3.9216,6.6019,1.9231,7.6282,-1.9968,5.614,-5.624,2.7804,-0.88889,-2.9268,-6.859,-1.8413,-1.9872,-5.6872,-5.7778,1
7.6923,4.902,4.6602,0.96154,6.6667,-1.9968,5.614,-6.5719,1.8325,-3.746,-1.9512,-7.8205,-1.8413,-4.8718,-7.5829,-5.7778,1
6.7308,4.902,1.7476,-0.96154,4.7436,-0.06441,4.6571,-7.5197,2.7804,-5.6508,2.9268,-5.8974,1.9683,-3.9103,-0.94787,-3.873,1
5.7692,3.9216,-0.19417,-0.96154,3.7821,-0.06441,5.614,-5.624,4.6761,-2.7937,4.878,-3.9744,4.8254,-2.9487,0.94787,-1.9683,1
2.8846,0.98039,-0.19417,-2.8846,1.859,0.90177,1.7863,-0.88468,5.624,-0.88889,5.8537,-3.0128,5.7778,-1.9872,0.94787,-1.9683,1
5.7692,3.9216,0.7767,0,1.859,1.868,2.7432,3.8547,4.6761,1.9683,4.878,-0.12821,4.8254,-0.0641,1.8957,-0.06349,1
4.8077,4.902,-1.165,0.96154,-0.0641,4.7665,3.7002,4.8025,0.88468,2.9206,2.9268,1.7949,2.9206,1.859,0.94787,2.7937,1
2.8846,1.9608,-3.1068,0,-1.0256,2.8341,3.7002,7.6461,-0.06319,1.9683,2.9268,4.6795,2.9206,2.8205,3.7915,5.6508,1
7.6923,4.902,-5.0485,-2.8846,2.8205,2.8341,1.7863,5.7504,-5.7504,-2.7937,2.9268,2.7564,-1.8413,-1.9872,2.8436,1.8413,1
16.346001,12.745,-4.0777,-1.9231,7.6282,5.7327,-1.0845,6.6983,-9.5419,-3.746,-4.878,2.7564,-8.5079,-5.8333,-3.7915,-1.9683,1
18.268999,10.784,-1.165,0,10.513,5.7327,-2.0415,2.9068,-8.594,-1.8413,-7.8049,1.7949,-9.4603,-4.8718,-6.6351,-3.873,1
20.191999,19.608,1.7476,4.8077,10.513,10.564,-1.0845,2.9068,-4.8025,1.0159,-5.8537,2.7564,-5.6508,-1.9872,-5.6872,-2.9206,1
18.268999,22.549,3.6893,6.7308,9.5513,12.496,-1.0845,5.7504,-0.06319,3.873,-1.9512,3.7179,-0.88889,1.859,-1.8957,-0.06349,1
15.385,17.646999,4.6602,5.7692,8.5897,8.6312,-0.12759,4.8025,2.7804,3.873,0.97561,2.7564,2.9206,2.8205,1.8957,2.7937,1
12.5,13.725,4.6602,4.8077,6.6667,5.7327,1.7863,2.9068,4.6761,2.9206,4.878,1.7949,4.8254,3.7821,4.7393,2.7937,1
8.6538,7.8431,2.7184,3.8462,4.7436,2.8341,0.82935,1.0111,3.7283,1.0159,3.9024,2.7564,3.873,2.8205,3.7915,3.746,1
5.7692,6.8627,0.7767,2.8846,2.8205,1.868,-0.12759,0.06319,2.7804,1.0159,0.97561,2.7564,1.9683,1.859,1.8957,2.7937,1
3.8462,3.9216,2.7184,0.96154,4.7436,-0.06441,1.7863,-1.8325,4.6761,1.0159,0.97561,1.7949,1.9683,0.89744,0.94787,0.88889,1
6.7308,5.8824,5.6311,2.8846,7.6282,-1.0306,5.614,-2.7804,8.4676,1.0159,1.9512,0.83333,3.873,1.859,0.94787,0.88889,1
5.7692,2.9412,6.6019,1.9231,7.6282,-1.0306,5.614,-6.5719,9.4155,1.0159,1.9512,-0.12821,3.873,0.89744,-0.94787,-0.06349,1
4.8077,2.9412,7.5728,3.8462,7.6282,-1.9968,6.571,-1.8325,11.311,1.9683,2.9268,-0.12821,4.8254,0.89744,-0.94787,-1.0159,1
2.8846,2.9412,7.5728,4.8077,8.5897,-0.06441,6.571,2.9068,11.311,4.8254,3.9024,1.7949,6.7302,3.7821,0,-0.06349,1
0.96154,1.9608,3.6893,3.8462,7.6282,-1.0306,4.6571,1.9589,7.5197,4.8254,4.878,2.7564,5.7778,4.7436,0,-1.0159,1
0.96154,-1.9608,1.7476,-0.96154,5.7051,-1.9968,2.7432,1.0111,5.624,1.9683,3.9024,0.83333,4.8254,1.859,-0.94787,-2.9206,1
0.96154,-1.9608,0.7767,-2.8846,4.7436,-2.963,5.614,0.06319,3.7283,-1.8413,4.878,0.83333,3.873,-0.0641,0,-1.0159,1
-3.8462,-3.9216,-3.1068,-6.7308,0.89744,-3.9291,3.7002,0.06319,0.88468,-6.6032,7.8049,1.7949,3.873,-2.9487,4.7393,1.8413,1
-3.8462,-1.9608,-5.0485,-6.7308,-1.9872,-2.963,0.82935,0.06319,-0.06319,-7.5556,5.8537,0.83333,2.9206,-2.9487,5.6872,4.6984,1
-5.7692,-4.902,-6.0194,-6.7308,-3.9103,-2.963,-2.9984,-0.88468,-3.8547,-5.6508,2.9268,-0.12821,-0.88889,-1.9872,5.6872,5.6508,1
-6.7308,-5.8824,-7.9612,-5.7692,-4.8718,-1.9968,-5.8692,-1.8325,-7.6461,-3.746,0.97561,0.83333,-3.746,-1.0256,4.7393,6.6032,1
-7.6923,-4.902,-8.932,-3.8462,-5.8333,-0.06441,-5.8692,-2.7804,-8.594,-2.7937,1.9512,3.7179,-4.6984,-0.0641,3.7915,6.6032,1
-8.6538,-5.8824,-6.9903,-2.8846,-5.8333,-1.0306,-4.9123,1.9589,-2.9068,-0.88889,0.97561,4.6795,-0.88889,2.8205,4.7393,7.5556,1
-6.7308,-3.9216,-3.1068,0,-3.9103,-0.06441,-2.0415,5.7504,3.7283,2.9206,-0.97561,5.641,2.9206,7.6282,2.8436,7.5556,1
-5.7692,-2.9412,-2.1359,0.96154,-3.9103,1.868,-0.12759,6.6983,5.624,6.7302,1.9512,6.6026,4.8254,10.513,2.8436,7.5556,1
-5.7692,-1.9608,-3.1068,3.8462,-3.9103,2.8341,0.82935,9.5419,2.7804,8.6349,0.97561,5.641,3.873,9.5513,1.8957,4.6984,1
-4.8077,-5.8824,-2.1359,3.8462,-1.9872,2.8341,-0.12759,6.6983,-1.0111,7.6825,-1.9512,4.6795,-0.88889,5.7051,0,1.8413,1
0,0.98039,0.7767,6.7308,1.859,4.7665,-0.12759,3.8547,-1.0111,3.873,-3.9024,3.7179,-3.746,1.859,-3.7915,-0.06349,1
2.8846,6.8627,4.6602,5.7692,4.7436,4.7665,-0.12759,-6.5719,-0.06319,-0.88889,-4.878,-0.12821,-6.6032,-2.9487,-6.6351,-2.9206,1
5.7692,7.8431,8.5437,4.8077,6.6667,1.868,-0.12759,-4.6761,0.88468,-2.7937,-3.9024,-3.0128,-8.5079,-4.8718,-5.6872,-3.873,1
5.7692,3.9216,7.5728,2.8846,5.7051,-0.06441,-1.0845,0.06319,0.88468,-1.8413,-2.9268,-3.0128,-9.4603,-3.9103,-2.8436,-1.9683,1
4.8077,1.9608,3.6893,1.9231,3.7821,0.90177,-3.9553,0.06319,-1.9589,0.06349,-4.878,-2.0513,-11.365,-1.9872,-1.8957,-1.0159,1
2.8846,0,0.7767,0,1.859,2.8341,-8.74,1.9589,-3.8547,1.9683,-4.878,-2.0513,-9.4603,-1.0256,0,0.88889,1
0.96154,0,-1.165,-0.96154,-0.0641,2.8341,-6.8262,1.0111,-1.9589,1.0159,0,-1.0897,-2.7937,0.89744,5.6872,3.746,1
-1.9231,-3.9216,-1.165,-2.8846,-1.9872,2.8341,-4.9123,0.06319,0.88468,0.06349,3.9024,0.83333,2.9206,4.7436,7.5829,6.6032,1
-3.8462,-4.902,-2.1359,-2.8846,-5.8333,3.8003,-7.7831,1.9589,3.7283,1.0159,4.878,5.641,7.6825,8.5897,9.4787,10.413,1
-5.7692,-6.8627,-4.0777,-2.8846,-7.7564,4.7665,-7.7831,3.8547,2.7804,0.06349,5.8537,7.5641,8.6349,7.6282,10.427,12.317,1
-5.7692,-5.8824,-6.0194,-2.8846,-6.7949,3.8003,-4.9123,3.8547,-1.0111,-0.88889,6.8293,7.5641,6.7302,2.8205,10.427,10.413,1
-4.8077,-4.902,-6.9903,-3.8462,-5.8333,-1.0306,-0.12759,-2.7804,-3.8547,-0.88889,7.8049,5.641,2.9206,-2.9487,6.6351,5.6508,1
-6.7308,-7.8431,-6.9903,-6.7308,-4.8718,-5.8615,0.82935,-2.7804,-4.8025,-4.6984,2.9268,2.7564,-0.88889,-6.7949,1.8957,2.7937,1
-9.6154,-7.8431,-8.932,-8.6538,-7.7564,-7.7939,-0.12759,-1.8325,-5.7504,-8.5079,-1.9512,2.7564,-4.6984,-6.7949,0.94787,1.8413,1
-12.5,-10.784,-10.874,-14.423,-7.7564,-11.659,-2.0415,-7.5197,-7.6461,-13.27,-4.878,0.83333,-8.5079,-9.6795,-0.94787,-0.06349,1
-8.6538,-8.8235,-8.932,-13.462,-4.8718,-12.625,-0.12759,-10.363,-6.6983,-15.175,-4.878,-3.9744,-10.413,-11.603,0,-2.9206,1
-2.8846,-4.902,-2.1359,-7.6923,0.89744,-9.7262,1.7863,-13.207,-1.9589,-9.4603,-3.9024,-10.705,-8.5079,-11.603,-2.8436,-5.7778,1
2.8846,-0.98039,6.6019,0.96154,6.6667,-9.7262,7.5279,-15.103,5.624,-3.746,-1.9512,-16.474001,-4.6984,-10.641,-4.7393,-9.5873,1
4.476,-2.7403,-2.5017,0.095121,-7.0917,-0.42704,-2.5918,-3.3238,0.9995,0.87011,-0.080058,2.8075,-0.52398,1.9341,-3.7614,-1.144,2
1.208,-3.3088,-4.4178,-0.52935,-8.5782,0.40699,-3.0996,-3.6005,-0.048363,-0.17258,-0.12965,3.2872,-1.0667,1.5357,-5.1933,-2.2263,2
-2.546,-3.7083,-6.4109,-1.0033,-10.22,1.877,-3.6952,-3.8673,-1.1323,-1.3285,-0.094006,3.9756,-1.6743,1.1285,-6.5565,-3.0953,2
-6.1871,-3.6804,-8.0297,-1.1031,-11.721,4.0157,-4.2652,-4.053,-1.9841,-2.3607,0.076473,4.8331,-2.2293,0.79364,-7.4787,-3.4209,2
-9.111,-3.0027,-8.8444,-0.6514,-12.784,6.7177,-4.6708,-4.0965,-2.3372,-3.0255,0.40193,5.7805,-2.6145,0.58741,-7.643,-2.9829,2
-10.882,-1.5795,-8.5962,0.41845,-13.195,9.7431,-4.7778,-3.9759,-2.0216,-3.1598,0.86998,6.7141,-2.7528,0.50809,-6.9019,-1.7585,2
-11.36,0.49351,-7.2832,2.0272,-12.869,12.765,-4.4872,-3.7052,-1.0141,-2.7306,1.431,7.5168,-2.625,0.49752,-5.3358,0.027729,2
-10.724,2.9184,-5.1539,3.9593,-11.859,15.421,-3.7303,-3.3535,0.5498,-1.8591,2.0106,8.0772,-2.2871,0.44111,-3.2366,1.9538,2
-9.3421,5.2558,-2.6224,5.923,-10.307,17.404,-2.4912,-3.0176,2.4207,-0.77951,2.519,8.3103,-1.8511,0.2102,-1.02,3.5153,2
-7.6635,7.0347,-0.13109,7.6253,-8.3853,18.491,-0.79387,-2.8081,4.3146,0.23423,2.8832,8.1458,-1.4519,-0.30978,0.89306,4.2651,2
-5.9874,7.8993,1.9791,8.8394,-6.2576,18.598,1.2915,-2.816,5.9952,0.957,3.0552,7.5518,-1.2103,-1.1805,2.1841,3.9327,2
-4.4585,7.7124,3.5403,9.4559,-4.06,17.769,3.6547,-3.1006,7.327,1.269,3.0227,6.5298,-1.2033,-2.3985,2.7039,2.4927,2
-3.0294,6.5954,4.5647,9.4971,-1.8908,16.177,6.1472,-3.6617,8.2913,1.1848,2.8165,5.124,-1.4379,-3.895,2.4859,0.14926,2
-1.5556,4.892,5.1924,9.0898,0.16872,14.093,8.6031,-4.4462,8.9644,0.82535,2.4926,3.4243,-1.8564,-5.5378,1.7297,-2.7215,2
0.12831,3.0595,5.6137,8.4288,2.0599,11.858,10.862,-5.3394,9.4775,0.37378,2.1315,1.5647,-2.3273,-7.1683,0.73377,-5.6749,2
2.117,1.539,6.0053,7.7235,3.7545,9.8231,12.803,-6.2029,9.9618,0.0064648,1.82,-0.295,-2.6898,-8.6119,-0.16326,-8.2797,2
4.3815,0.63065,6.4651,7.1355,5.2561,8.2858,14.353,-6.9024,10.502,-0.15679,1.6278,-1.9902,-2.7843,-9.7153,-0.65956,-10.22,2
6.7616,0.43587,7.0053,6.7472,6.5856,7.4173,15.474,-7.3609,11.105,-0.092275,1.5906,-3.3868,-2.5129,-10.387,-0.56063,-11.329,2
8.9788,0.85326,7.5525,6.5396,7.7393,7.1974,16.137,-7.6,11.681,0.12364,1.6852,-4.4271,-1.8826,-10.614,0.16873,-11.634,2
10.681,1.6284,7.9686,6.389,8.6622,7.4209,16.279,-7.7422,12.056,0.33165,1.8324,-5.1277,-1.03,-10.493,1.3927,-11.306,2
11.509,2.4374,8.0875,6.1132,9.2125,7.7316,15.803,-7.9912,12.006,0.33692,1.9068,-5.5815,-0.20533,-10.189,2.8313,-10.625,2
11.164,2.976,7.7588,5.5252,9.1785,7.7443,14.608,-8.5583,11.321,-0.034348,1.7828,-5.909,0.3024,-9.9022,4.1425,-9.8825,2
9.5016,3.0217,6.8917,4.4997,8.3558,7.1556,12.673,-9.5681,9.8797,-0.87956,1.3969,-6.206,0.25163,-9.7964,5.0261,-9.3069,2
6.5961,2.4731,5.4983,3.0225,6.6291,5.8437,10.115,-10.999,7.7133,-2.1843,0.78939,-6.4862,-0.4557,-9.9233,5.3296,-8.9836,2
2.7685,1.3601,3.7063,1.2062,4.0552,3.8994,7.2474,-12.657,5.0266,-3.8181,0.12452,-6.6766,-1.7286,-10.214,5.0881,-8.8461,2
-1.4716,-0.1783,1.7395,-0.74491,0.90251,1.5808,4.5217,-14.218,2.1655,-5.5717,-0.34198,-6.6355,-3.2973,-10.493,4.5365,-8.6947,2
-5.5146,-1.9333,-0.12935,-2.593,-2.3996,-0.79591,2.4348,-15.342,-0.46203,-7.2108,-0.34663,-6.2273,-4.796,-10.544,3.9966,-8.2843,2
-8.8272,-3.6784,-1.6451,-4.1415,-5.3536,-2.9564,1.3649,-15.775,-2.5073,-8.5497,0.2981,-5.3835,-5.8745,-10.211,3.7904,-7.4107,2
-11.073,-5.2109,-2.6399,-5.3001,-7.5342,-4.7499,1.4608,-15.435,-3.7728,-9.4844,1.6108,-4.1605,-6.307,-9.4492,4.1207,-5.9867,2
-12.213,-6.3995,-3.0647,-6.0846,-8.6916,-6.1436,2.5721,-14.429,-4.2614,-10.014,3.4256,-2.7334,-6.0443,-8.3775,5.0194,-4.0881,2
-12.479,-7.1905,-2.9895,-6.6013,-8.8051,-7.1738,4.3126,-13.002,-4.1591,-10.197,5.4218,-1.352,-5.2109,-7.2106,6.3524,-1.9259,2
-12.277,-7.6099,-2.5647,-6.9754,-8.0675,-7.868,6.1728,-11.435,-3.744,-10.119,7.2103,-0.25693,-4.0274,-6.2129,7.8899,0.21346,2
-12.058,-7.7431,-1.9685,-7.3082,-6.8061,-8.1969,7.6769,-9.9653,-3.3116,-9.8439,8.4486,0.38885,-2.744,-5.596,9.3821,2.057,2
-12.174,-7.7093,-1.3654,-7.6395,-5.3952,-8.0788,8.5009,-8.7223,-3.0694,-9.3989,8.912,0.54573,-1.5447,-5.4744,10.626,3.3984,2
-12.805,-7.6377,-0.86886,-7.9597,-4.1697,-7.4264,8.5248,-7.7442,-3.104,-8.7867,8.5385,0.28528,-0.54149,-5.8392,11.505,4.1482,2
-13.966,-7.6357,-0.55068,-8.2338,-3.3679,-6.2235,7.8159,-7.0111,-3.3909,-8.0086,7.4195,-0.23865,0.23762,-6.5831,11.979,4.3293,2
-15.55,-7.7808,-0.43005,-8.4415,-3.1201,-4.5736,6.572,-6.4934,-3.8276,-7.087,5.7503,-0.8433,0.81014,-7.549,12.061,4.0611,2
-17.391,-8.0969,-0.48949,-8.5921,-3.4416,-2.7147,5.0471,-6.1752,-4.2773,-6.0759,3.7852,-1.3535,1.2093,-8.5714,11.8,3.513,2
-19.338,-8.5381,-0.6783,-8.7173,-4.2416,-0.97035,3.5046,-6.0429,-4.6102,-5.0398,1.789,-1.6246,1.4755,-9.5073,11.263,2.8733,2
-21.229,-9.0072,-0.91781,-8.8472,-5.3366,0.3543,2.1809,-6.0705,-4.7155,-4.0287,0.012931,-1.55,1.6418,-10.241,10.531,2.3115,2
-22.937,-9.355,-1.1136,-8.9835,-6.4695,1.0357,1.2675,-6.1891,-4.5065,-3.0716,-1.3292,-1.0718,1.7538,-10.699,9.7074,1.9515,2
-24.329,-9.4305,-1.1731,-9.0961,-7.3621,0.99391,0.88592,-6.3096,-3.9515,-2.1724,-2.0793,-0.19753,1.8606,-10.842,8.8909,1.8415,2
-25.304,-9.1165,-1.0384,-9.1167,-7.7593,0.29434,1.0679,-6.3491,-3.0651,-1.3311,-2.1553,0.98741,1.9937,-10.674,8.1565,1.9332,2
-25.811,-8.3731,-0.70103,-8.9883,-7.4926,-0.8795,1.737,-6.282,-1.9308,-0.56886,-1.571,2.3094,2.1618,-10.251,7.5193,2.1006,2
-25.877,-7.2521,-0.19753,-8.6776,-6.5205,-2.2877,2.727,-6.1515,-0.69265,0.065709,-0.46906,3.5385,2.3334,-9.6624,6.9358,2.1648,2
-25.588,-5.8827,0.40387,-8.1879,-4.9319,-3.6651,3.8192,-6.0725,0.47052,0.50412,0.94127,4.4326,2.4507,-9.0155,6.3155,1.9492,2
-25.078,-4.4417,1.0385,-7.5507,-2.9272,-4.7481,4.8076,-6.1772,1.3887,0.68843,2.3919,4.8103,2.4594,-8.3986,5.5761,1.3416,2
-24.471,-3.108,1.6661,-6.8106,-0.74852,-5.2932,5.5532,-6.5546,1.945,0.60944,3.6395,4.594,2.3281,-7.861,4.6891,0.33957,2
-23.838,-2.0228,2.285,-6.0006,1.3715,-5.0806,6.0115,-7.2127,2.1108,0.31717,4.5105,3.8431,2.0812,-7.3869,3.7132,-0.93761,2
-23.189,-1.2754,2.9091,-5.1384,3.2646,-3.9613,6.2127,-8.0623,1.9378,-0.089642,4.946,2.7207,1.7889,-6.9162,2.7894,-2.279,2
-22.496,-0.89979,3.535,-4.2318,4.84,-1.8843,6.2191,-8.9575,1.5357,-0.48987,5.0049,1.4337,1.5385,-6.3751,2.1087,-3.4507,2
-21.731,-0.89184,4.1347,-3.2888,6.0769,1.0339,6.0834,-9.7222,1.024,-0.78214,4.8391,0.17715,1.4142,-5.7123,1.8387,-4.2624,2
-20.922,-1.2258,4.6399,-2.341,6.996,4.5009,5.8087,-10.23,0.49214,-0.92169,4.6345,-0.92707,1.4474,-4.9332,2.0734,-4.627,2
-20.15,-1.8459,4.9651,-1.4407,7.6239,8.0678,5.3648,-10.422,-0.019536,-0.91906,4.557,-1.8394,1.612,-4.1154,2.7827,-4.5811,2
-19.548,-2.6687,5.0473,-0.65615,7.9662,11.197,4.7213,-10.313,-0.52113,-0.83612,4.6949,-2.5902,1.8186,-3.3839,3.8222,-4.2578,2
-19.257,-3.5711,4.8619,-0.06179,7.9927,13.379,3.883,-9.9909,-1.0458,-0.75713,5.0436,-3.2467,1.9464,-2.8762,4.9523,-3.8497,2
-19.349,-4.4099,4.4354,0.28532,7.6466,14.248,2.9218,-9.574,-1.6238,-0.76108,5.5117,-3.8833,1.8781,-2.7088,5.9231,-3.547,2
-19.856,-5.03,3.827,0.34237,6.8655,13.659,1.9621,-9.1887,-2.2637,-0.91248,5.9596,-4.5504,1.5227,-2.9344,6.4932,-3.5011,2
-20.712,-5.3122,3.0945,0.085611,5.5984,11.72,1.159,-8.9437,-2.9484,-1.2614,6.2587,-5.28,0.85567,-3.5372,6.5234,-3.7992,2
-21.802,-5.2049,2.2658,-0.49607,3.8434,8.7619,0.6496,-8.918,-3.6402,-1.8485,6.3362,-6.078,-0.077524,-4.4362,5.9785,-4.4596,2
-23.016,-4.7378,1.3392,-1.4011,1.6685,5.2422,0.52505,-9.1531,-4.3018,-2.7082,6.2013,-6.9325,-1.1718,-5.5079,4.9288,-5.4502,2
-24.256,-4.0243,0.28849,-2.612,-0.79013,1.659,0.80129,-9.6471,-4.91,-3.8694,5.9332,-7.8204,-2.2836,-6.6166,3.5305,-6.709,2
-25.472,-3.2233,-0.89683,-4.0828,-3.3244,-1.5518,1.424,-10.378,-5.4707,-5.3387,5.6481,-8.6962,-3.2728,-7.6442,1.9695,-8.1605,2
-26.644,-2.4998,-2.1888,-5.7249,-5.6827,-4.0794,2.2847,-11.305,-6.0112,-7.0831,5.4435,-9.5049,-4.0361,-8.5132,0.42526,-9.722,2
-27.747,-1.983,-3.5,-7.3938,-7.6117,-5.7602,3.2332,-12.388,-6.5676,-9.0144,5.3644,-10.172,-4.5369,-9.1742,-0.95969,-11.313,2
-28.719,-1.7366,-4.6853,-8.8995,-8.8845,-6.5797,4.1178,-13.597,-7.1629,-10.988,5.383,-10.624,-4.7995,-9.606,-2.0864,-12.829,2
-29.436,-1.7525,-5.5699,-10.036,-9.3422,-6.6215,4.8171,-14.899,-7.7798,-12.809,5.4295,-10.784,-4.8888,-9.7964,-2.9046,-14.145,2
-29.717,-1.9751,-5.9755,-10.591,-8.9148,-6.0563,5.2786,-16.243,-8.3433,-14.265,5.4249,-10.594,-4.8695,-9.7171,-3.3641,-15.12,2
-29.357,-2.3269,-5.7745,-10.421,-7.6288,-5.0788,5.5469,-17.535,-8.7253,-15.161,5.3272,-9.9999,-4.768,-9.324,-3.4345,-15.592,2
-28.196,-2.7383,-4.9108,-9.4654,-5.6127,-3.8813,5.7736,-18.642,-8.7801,-15.359,5.149,-8.9703,-4.5684,-8.5608,-3.0958,-15.427,2
-26.195,-3.1835,-3.4266,-7.8202,-3.0842,-2.6493,6.1888,-19.397,-8.3678,-14.816,4.9475,-7.4975,-4.2025,-7.3869,-2.3547,-14.533,2
-23.476,-3.6745,-1.4685,-5.6947,-0.32867,-1.5246,7.0334,-19.646,-7.4237,-13.601,4.791,-5.5998,-3.6124,-5.7899,-1.2732,-12.909,2
-20.347,-4.2568,0.72555,-3.3934,2.3323,-0.6033,8.4897,-19.286,-5.9896,-11.886,4.7228,-3.3442,-2.7668,-3.8139,0.024531,-10.641,2
-17.273,-4.9704,2.8654,-1.2996,4.5809,0.065384,10.593,-18.308,-4.2153,-9.9018,4.7368,-0.84483,-1.7023,-1.556,1.3709,-7.9013,2
-14.759,-5.835,4.6539,0.26471,6.1469,0.50148,13.202,-16.804,-2.3358,-7.898,4.7926,1.7368,-0.52398,0.84476,2.5882,-4.9159,2
-13.23,-6.8089,5.8585,1.0746,6.8542,0.76132,16.01,-14.945,-0.61914,-6.0707,4.8375,4.2132,0.62631,3.2349,3.5422,-1.9144,2
-12.96,-7.7987,6.3515,1.0794,6.6518,0.93758,18.626,-12.937,0.70835,-4.5303,4.8468,6.3927,1.612,5.4735,4.1777,0.90593,2
-13.966,-8.6574,6.1522,0.41053,5.6287,1.1175,20.667,-10.965,1.5184,-3.2743,4.8406,8.1229,2.3421,7.4547,4.5348,3.4076,2
-15.991,-9.2159,5.4231,-0.63396,4.0041,1.3664,21.871,-9.1551,1.8023,-2.2132,4.8716,9.3124,2.7973,9.1187,4.726,5.5263,2
-18.579,-9.3073,4.4406,-1.6642,2.0921,1.7062,22.166,-7.5604,1.674,-1.1968,4.9956,9.9491,3.0267,10.455,4.902,7.2552,2
-21.132,-8.8064,3.5403,-2.2776,0.24059,2.1278,21.682,-6.1673,1.3252,-0.067261,5.242,10.092,3.13,11.486,5.2021,8.6218,2
-23.097,-7.6397,3.035,-2.1603,-1.2346,2.6129,20.713,-4.9323,0.98076,1.2967,5.5861,9.8516,3.221,12.26,5.7001,9.6628,2
-24.027,-5.827,3.1661,-1.1538,-2.0951,3.1562,19.629,-3.8159,0.8323,2.9542,5.9596,9.3414,3.4049,12.818,6.3943,10.392,2
-23.715,-3.4896,4.042,0.7085,-2.2161,3.7849,18.75,-2.7982,1.0081,4.8882,6.2788,8.6499,3.7358,13.196,7.1991,10.786,2
-22.209,-0.85805,5.6364,3.2096,-1.5863,4.5554,18.295,-1.8912,1.5357,7.0104,6.4679,7.8198,4.2225,13.395,7.9704,10.786,2
-19.782,1.7576,7.7903,6.0134,-0.28139,5.5275,18.318,-1.1245,2.35,9.1722,6.4943,6.8481,4.8213,13.393,8.5388,10.309,2
-16.837,4.0175,10.255,8.7284,1.5663,6.7377,18.714,-0.53766,3.3071,11.189,6.3672,5.7074,5.4463,13.143,8.7685,9.289,2
-13.808,5.6215,12.743,11.009,3.7904,8.1586,19.271,-0.16024,4.2209,12.877,6.1161,4.3793,5.9978,12.593,8.5689,7.7046,2
-11.068,6.3788,14.969,12.61,6.1979,9.6941,19.739,-0.010062,4.894,14.071,5.772,2.8867,6.3778,11.701,7.9452,5.6226,2
-8.8719,6.2635,16.696,13.421,8.5638,11.186,19.9,-0.10886,5.1636,14.658,5.3381,1.3012,6.5021,10.464,6.9576,3.1966,2
